which of these characters can be included within the text in an xml document in literal form? | ; & : -
which type of jee (or j2ee) component is used to store business data persistently? | entity bean
the requirement for an online shopping application are: it must support millions of customers. the invocations must be transactional. the shopping cart must be persistent. which technology is required to support these requirements? | ejb
which statement is true about the use of a persist operation in a transaction of an entity beans | if a user persists a new entity with an existing primary key the transaction will fail
ejb 3.0 specifications are first implemented in ________ | java ee 5
a developer must implement a "shopping cart" object for a web-based application. the shopping cart must be able to maintain the state of the cart, but the state is not stored persistently. which jee (j2ee) technology is suited to this goal? | stateful session beans
which is true about jee ( or j2ee)? | jee includes servlet apis and ejb apis
what do you need to create a ejb3 session bean? | annotate the session bean with @stateful or @stateless
a developer is working on a project that includes both ejb 2.1 and ejb 3.0 session beans. a lot of business logic has been implemented and tested in these ejb 2.1 session beans. some ejb 3.0 session beans need to access this business logic. which design approach can achieve this requirement? | no need to modify existing ejb 2.1 session beans. use the @ejb annotation to inject a reference to the ejb 2.1 home interface into the ejb 3.0 bean class.
following is the code for doget() and dopost() method of testservlet. which of the statement is correct? image | this will work for http get as well as post requests.
which statements are best describe taglib directive of jsp file? | allows programmers to include their own new tags in the form of tag libraries. these libraries can be used to encapsulate functionality and simplify the coding of a jsp.
which of the following are valid iteration mechanisms in jsp? | <% int i = 0;for(;i<5; i++){ %>"hello world";<% i++;}%>
which of the following constitute valid ways of importing java classes into jsp page source? | <%@ page import="java.util.*" %>
what is the purpose of jndi? | to access various directory services using a single interface
xml gives you a way of packaging your data, and it's taken off largely because xml documents are text | which has meant that you can send them using the existing internet framework, as built for html.
notes, working drafts, candidate recommendations | and recommendations
an xml element is the basic data-holding construct in an xml document | it starts with an opening tag, can contain text or other elements, and ends with a closing tag, like this: <greeting>hello</greeting>
an attribute gives you more information, and is always assigned a quoted value in xml. | here's how you might add an attribute named language to this element: <greeting language = "en">hello</greeting>.
he ones we discussed today are that an xml document must contain one or more elements. one element, the root element, must contain all the other elements. | finally, each element must nest inside any enclosing elements correctly.
all xml processors are supposed to implement at least the utf-8 (compressed unicode) and utf-16 (compressed ucs) character encodings | in practice, you can only count on utf-8, however
you can escape < and > like this: <message>this is a &lt;message&gt; | element.</message>
a prolog can contain xml declarations, xml comments (which describe the xml document) | processing instructions, whitespace, and doctype declaration(s).
the attributes you can use in an xml document are: version (required; the xml version), encoding (optional; the character encoding), and standalone (optional; "yes" | if the document does not refer to any external documents or entities, "no" otherwise).
there are no processing instructions built into xml already, although some, like <?xml-stylesheet?> | have been generally agreed upon by browser manufacturers.
one. you need at least a root element for an xml document | to be well-formed
in a well-formed xml document, there must be one root element that contains | all the others.
he attribute values are not enclosed in | quotation marks.
you could use this attribute xmlns:service="http://www.superduperbigco.com/customer_service" in an element | after using this attribute, you can use the service prefix in the current element and any child elements.
use this attribute in the enclosing element | xmlns="http://www.superduperbigco.com/customer_returns"
the <hiredate> and <name> elements are | not declared in the dtd
the <hiredate> and <name> elements appear | in the wrong order.
this dtd uses a choice for the <employee> element, and the choice says that the document can contain | either <hiredate> elements or <name> elements—but not both.
the dtd says there can be at most one <employee> element | but there are two
this xml document references an external dtd, so the xml declaration's standalone attribute should be set to "no". | there may also be errors in the external dtd, of course.
you can use the #implied keyword | address cdata #implied
you can use the #fixed keyword. | name cdata #required
the namespace that is used by xml schemas is | www.w3.org/2001/xmlschema
you can declare elements by using <xsd:element> | and attributes by using <xsd:attribute>
you can declare the element like this | <xsd:element name="name" type="xsd:string"/>
you can do this in an xml schema: | <xsd:attribute name="language" type="xsd:string" use="optional"/>.
you use the <xsd:restriction> element | and the base attribute.
to cap values, you can use the maxincusive and maxexclusive facets. | to constrain values to be one of a set, you can use the enumeration facet.
you can use this css property/value pair: font-size: 36pt | you can use this css property/value pair: display: block
you can use this css property/value pair: text-align: center | you can use this css property/value pair: text-decoration: underline.  you can use this css property/value pair: margin-top: 10.
* by itself applied to ch09_01.xml just picks out the <states> element. * selects all element children (not grandchildren or any descendents) | of the context node, and when you open ch09_01.xml, the root node is the context node.
the xpath expression //* selects all elements in | ch09_01.xml
the first xsl-fo element you must use in an xsl-fo document is | the <fo:root> element.
the <fo:root> element can contain both a master set layout | and page sequences.
the <fo:region-before> element. | the line-height attribute.
the master-reference attribute | abcdef
here's one example: <polyline points="0,0 100,100 200,0/> | >
you can create an xml island that makes the xml data in a document named data.xml available as a dso named data by using this html element: | <xml src="data.xml" id="data"></xml>
you can select project, add item in visual studio .net to open the add new item dialog box. then you select the xml file | template in the templates box, give the new document a name, and click the open button.
an xml schema defines whether	 an element is empty or can include text. | true
consider the following script. what is wrong with the following code?  1	<script language = "javascript">  2	var firstnumber, 3	secondnumber;  4	thirdnumber;  5  6	thirdnumber =  7	parseint( window.prompt( "enter an integer", 0 ) );  8	document.write( thirdnumber );  9	</script> | the word var must be placed before thirdnumber in line 4
what would the browser display if the following script was executed and the user entered 5 at both prompts?  1	<script language = "javascript">  2	var firstnumber = window.prompt("enter an integer", 0); 3	var secondnumber = window.prompt("enter an integer",0);  4	var thirdnumber;  5	thirdnumber = firstnumber + secondnumber;  6	document.write( thirdnumber );  7	</script> | 55
the statement on line 1 ________ the array while the statement on line 2 ________ the array.  1	var c;  2	c = new array( 12 ); | declares, allocates
in the following statement, the range of the variable element is ________.  for ( var element in thearray )  total2 += thearray[ element ]; | g)	0 to the array length - 1
mc: how many comparisons will a linear search function makes before finding a match if the search key has a value of 3 and the array x has the values:  x[ 0 ] = 0 x[ 1 ] = 2 x[ 2 ] = 1 x[ 3 ] = 4 x[ 4 ] = 3 x[ 5 ] = 3 | 5
what is the effect of the following line of code?  window.event.returnvalue = true; | it returns a true value to signal the browser to continue its default event-handling action.
the | character is referred to as a________. |   field delimiter 
what is wrong with the following vbscript code?  1	if (s = t) then  2	u = s + t  3	elseif (s > t) then  4	u = r  5	else  6	u = n 7 end if | nothing
what is wrong with the following vbscript code?  1	select case x  2	case 1  3	call msgbox("1")  4	case 2  5	call msgbox("2")  6	case else  7	call msgbox("?") 8 end select | nothing
see the snipset below and choose one answer:  <xsl:template match=”book*position()!=2+”>     	<xsl:value-of select=”.”/>  </xsl:template> | select all book elements that are not the second child of their parents
identify if the following xml document code is valid. <?xml version="1.0"?> 	<note> 	<to>joe</to> 	<from>john</from> 	<heading>reminder</heading> 	<body>dont forget me this weekend!</body> 	</note> | valid
identify if the following xml document code is valid.		<?xml version="1.0"?> 	<to>joe</to> 	<from>john</from> 	<heading>reminder</heading> 	<body>dont forget me this weekend!</body> | invalid
identify the line/s containing an error 	1)<?xml version="1.0"?> 	2)<note date=12/11/99> 	3)<to>ravi</to> 	4)<from>amit</from> 	5)<heading>reminder</heading> 	6)<body>make good food please</body> 	7)</note> | line 2
match the correct entity names with the respective characters 	a) &amp;			1) < 	b) &gt;				2) ' 	c) &quot;			3) > 	d) &lt;				4) " 	e) &apos;			5) & | a-5 ,b-3 ,c-4 ,d-1 ,e-2
<?xml version="1.0" ?> <!doctype aptech [ <!element aptech (class1 | class2)+> <!element class1 (#pcdata)> <!attlist class1  	count cdata #required> <!element class2 (#pcdata)> <!attlist class2 	count cdata #required> ]> <trial>electronic goods 	<class1 count="8">10students</class1> 	<class2 count="10">20students</class2> </trial> the following code will execute without displaying any errors? |   t 
consider and xml document <?xml version="1.0"?> <?xml-stylesheet type="text/css" href=xsampdoc.css ?> <xsampdoc>	<greeting>all the best!</greeting> </xsampdoc>  the code for the style sheet xsampdoc is given as:  greeting { 	display:block; 	font-family:arial,helvetica, sans-serif;font-size:32pt; 	width:30em; 	color:red; }							 what will be the output of the above code? | the xml document will be displayed in the tree format
match the following absolute units & relative units with their respective values 	a)ex				1)inches 	b)in				2)pixel  	c)px				3)pica 	d)em				4)fonts height 	e)pc				5)height of the letter 'x' | a-5,b-1,c-2,d-4,e-3
s{margin-right:-3cm;} 	is the above statement valid? | no
for declaring a child element 'message' to occur zero or more times inside the 'note' element, identify the correct | <!element element-name (child-name*)
in the attribute-type the value which is pre-defined is indicated by: | xm
namespaces ensure that there is no conflict within element names and also determines how to process them. | fals
<!element trial (targets+, source,title+,message*,#pcdata)> the above example declares that the element trial must contain: | at least one 'target', exactly one 'source', at least one 'title', zero or one 'message', and some other parsed character data
what are the three jsp servlet methods | jspinit() jspdestroy() _jspservice()
in a xml document what is this called  <?xml version="1.0"> | xml declaration
raw xml | files can be viewed in all major browsers
right click the page, view source | to view raw xml on a webpage you must __________ and select __________invented |   XML tags are __________ by the author of the XML document
xslt can be used to transform xml into html, before it is __________ is an xml-related technology that is used to find elements, attributes, and other information in your xml document. | xpath
which of the following are well formed xml fragments? | < myelement myattribute="somevalue"/>
which of the following is not a xml storage option? | small object storage
in which of the following scenario,using xml native storage would be inappropriate ? | fixed schema
xml view technology is useful in the following situations: | you want to bulk load xml data and decompose them into the underlying tables by using the xml view
the need of using a dtd in developing xml document is | required when validating xml documents
qn=1 (2926) parameter entities use ampersand (&) and semicolon (;) as delimiters? | false
qn=2 (2933) an attribute without a prefix is in default namespace? | true
qn=3 (2712) which of the following is not an extension of xml? | sgml.
qn=4 (2722) which of the following are valid tags? | <fpt_univ>
qn=4 (2722) which of the following are valid tags? | <_fptuniv>
qn=5 (2713) which of the following xml attribute names is invalid? | i am not valid
qn=6 (2934) a descendant having a new namespace cannot override the namespace defined by the parrent element? | false
qn=7 (2723) which of the following defines what is meant by a valid document? | a document which conforms to the rules of a dtd
qn=8 (2724) which of the following is/are optional in the creation of an xml file? | entities
qn=9 (2928) xml parser checks for validity and well formed ness? | true
qn=10 (2734) namespaces are defined using | xmlns:[prefix] attribute
qn=11 (2936) ability to create one's own tags is xml's greatest disadvantage? | false
qn=12 (2938) external dtds use the keyword url to specify the location of the dtd? | false
qn=13 (2730) an xml document, which conforms to its dtd, is called a: | valid document
qn=14 (2731) what does the keyword system indicate in the following code? | book.dtd is an external dtd
qn=15 (2716) which of the following things is unspecified in the following line of code? | the type of browser you are using.
qn=16 (2761) the xsl:template is used to | define a template that can be applied to a node to produce desired output
qn=17 (2771) see the snipset below and choose one answer: | -3
qn=18 (2769) xslt allows any kind of data to be tranformed into | boolean
qn=19 (2950) document object model is platform-dependent? | false
qn=20 (2719) which domdocument method is used to create a new attribute? | createattribute
qn=21 (2954) builds the document as a in-memory data structures? | dom
qn=22 (2752) represents a collection of attribute nodes | xmldomnodelist object
qn=23 (2758) the contenthandler class provides implementations for the core interface of sax | true
qn=24 (2923) the stax cursor api represents | a cursor with which you can walk an xml document from beginning to end.
qn=25 (2959) sax makes sequence of call to a handler function? | true
qn=26 (2782) consider the following script. what is wrong with the following code? | the word var must be placed before thirdnumber in line 4.
qn=27 (2788) a procedure for solving a problem in terms of the actions to be executed and the order in which these | an algorithm
qn=28 (2875) each object has ________ or data and ________ or behavior. | attributes, methods
qn=29 (2827) what would the browser display if it executed the following script? | 10
qn=30 (2807) the word top in the term top-down stepwise refinement refers to which of the following? | the single statement that completely represents the program
qn=31 (2838) function definitions often contain ________ which are considered to be local variables and correspond with the arguments in the function call. | parameters
qn=32 (2809) what is the value of i after the following statements? | 3
qn=33 (2797) which of the following is not a javascript keyword? | sub
qn=34 (2879) what does the value string contain after the following code is executed? | good luck on the test
qn=35 (2861) what would the browser display if this script was executed? | undefined
qn=36 (2837) functions are invoked by writing the name of the function, followed by the function's ________ in closed parenthesis. | arguments
qn=37 (2866) call-by- ________ is the method of passing a copy of the argument's value to a function. | value
qn=38 (2865) in javascript, all objects and arrays are passed to functions by ________. | reference
qn=39 (2886) which of the following methods does the javascript boolean object not possess? | toint
qn=40 (2811) which of the following is not required for counter-controlled repetition? | sentinel
qn=41 (2826) what would the browser display if it executed the following script? | 7
qn=42 (2910) which of the following is the proper method to apply the fliph filter to the following h1 element? | the filter cannot be applied to this element.
qn=43 (2789) ________ is an artificial and informal language that helps programmers develop algorithms. | pseudocode
qn=44 (2863) which of the following is an illegal array initialization statement? | var n = new array( 5 );
qn=45 (2870) what will the browser display if the following script is executed? | 1 2 3 4 5 6 7 8 9
qn=46 (2779) consider the following html code. | hello world
qn=47 (2810) what is the value of i after the following statements? | 0
qn=48 (2832) the best way to develop and maintain a large program is to construct it from small, simple pieces called ________. | modules
qn=49 (2902) what is the significance of the second function argument in the following line? | the value sets how often to run the function.
qn=50 (2794) which of the following flowchart symbols indicates that a decision is to be made? | diamond
1. what is xml? | extensible markup language
2. which statement about xml is true? | all of the above.
3. what is the correct declaration syntax for the version of an xml document? | <?xml version="1.0" ?>
4. how is an empty xml element defined? | all of the above.
5. which syntax is used to insert comments into an xml document? | <!-this is a comment->
6. what does dtd stand for? | document type definition.
7. which statement is true? | all xml elements must be properly closed.
8. which statement is true? | all of the above.
9. which is not a correct name for an xml documents? | all 3 names are incorrect.
10. which is not a correct name for an xml element? | <first name>
11. what does xsl stand for? | extensible stylesheet language
12. what is a correct way of referring to a stylesheet called "mystyle.xsl"? | <?xml-stylesheet type="text/xsl" href="mystyle.xsl"?>
13. for the xml parser to ignore a certain section of your xml document, which syntax is correct? | <![cdata[ text to be ignored ]]>
14. xml is a _______ recommendation | w3c
15. xml is | free and extensible
16. xml is a complement to | html
17. xml schema is designed to | be self-descriptive
18. xml uses | an xml schema to describe the data
19. xml can be used to | create new language.
20. xml is the mother of | wap and wml
1. xsl stands for: | extensible stylesheet language
2. the world wide web consortium (w3c) started to develop xsl because there was a need for: | xml-based stylesheet language
3. xsl ________ how the xml document should be displayed! | describes
4. xsl consists of three parts. which are? | xslt, xpath, xsl-fo
5. xsl processors do parses the xml source and tries to find out the matching _______ rule. | template
6. _____ in xsl do allow the element to be processed for multiple times, each time producing different result. | modes
7. templates are been ordered according to their ________ which can be specified with the priority attributte. | priority
8. an attributes can be accessed in the way similar to the elements. notice ____ in front of the attribute name. | @
9. which of these axes which are used in xsl? | grand-parent
10. a _____ instruction do contains the template, which is been applied to each node selected with the select attribute. | xsl:for-each
11. the xsl:element generates the elements in at time of processing. | true
12. the xsl:attribute do generates the elements in the time of processing. | true
13. the copy and _______ constructs are used for the nodes copying. | copy-of
14. the ____ instruction do enables the conditional processing. | xsl:if
15. the xsl:choose element is used for the purpose of selection between the several possibilities. | true
16. an xsl:numbers do inserts a formated numbers into the ______ . | output
17. stylesheet can do have ____ variables with the same name. | several
18. value of the local variable is bounded to which element. | xsl:when
19. a _____ function returns number of nodes present in an argument node-set. | count
20. "position" function do returns the number equal to context position | true
1. dtd is: | document type definition
2. it defines the document structure with a list of _______. | legal elements
3. dtd defines the document structure with a list of legal elements. | true
4. a dtd can be declared inline in your xml document, or as an | external reference
5. if the dtd is included in your xml source file, it should be wrapped in a doctype definition with the following syntax: | <!doctype root-element [element-declarations]>
6. you can also use a dtd to verify your own | data
7. if the dtd is external to your xml source file, it should be wrapped in a doctype definition with the following syntax: | <!doctype root-element system "filename">
8. with dtd, each of your xml files can carry a ________ of its own format with it. | description
9. elements are the main building blocks of both | xml and html documents
10. attributes provide _______ about elements. | extra information
11. entities are variables used to define | common text
12. entities are expanded when a document is parsed by an xml | parser
13. which of these characters cannot be used as entity references in xml? | $
14. pcdata means: | parsed character data
15. cdata is text that _____ be parsed by a parser. | will not
16. cdata means: | character data
17. an element declaration has the following syntax: | <!element element-name category>
18. elements with only character data are declared with | #pcdata
19. in a dtd, attributes are declared with an _______ declaration | attlist
20. ________ can validate your xml against a dtd. | internet explorer 5.0
1. schema is an _____ based alternative | xml
2. an xml schema describes the structure of an xml _______ . | document
3. xsd is: | xml schema definition
4. which of these are not supported by xml schema? | defines which files are child elements
5. xml schemas are the successors of | dtd
6. xml schema became a w3c recommendation | 02. may 2001
7. one of the greatest strength of xml schemas is the support for | data types
8. with xml schemas, the senders can ________ the data in a way that the receiver will understand. | describes
9. with an extensible schema definition you cannot: | all the above
10. a simple element is an xml element that can contain only | text
11. which of these are not kinds of complex elements? | elements that contain only numbers
12. if an element has attributes, it is considered to be of complex types. | true
13. the syntax for defining an attribute is: | <xs:attribute name="xxx" type="yyy"/>
14. a default value is automatically assigned to the attributes when no other value is specified. | true
15. attributes are by default: | optional
16. if an xml element is of type "xs:date" and contain a string like "hello world", the element will | not validate
17. restrictions on xml elements are called | facets
18. to specify how whitespace characters should be handled, we would use the whitespace | constraints
19. an empty complex element cannot have any contents, only | attributes
20. how many indicators are present in schema? | 7
1. xml dom is: | xml document object model
2. xml dom defines a standard way for | accessing and manipulating xml documents
3. the dom is separated into how many different parts? | 3
4. xml dom - defines a standard set of objects for xml documents only. | true
5. the xml dom is language- and platform | independent
6. the xml dom define a standard set of ______ for xml | objects
7. the dom treats the xml document as | tree-structure
8. each attribute,element and text in the xml document represents a | node in the tree
9. both mozilla and internet explorer support w3c's dom specification. | true
10. there are differences between internet explorer's dom and mozilla's dom. the most important difference is that how they handle | white-space text nodes
11. we can navigate between nodes with the use of their ________ to each other. | relationship
12. which of these are not the valid xml dom relationships? | nextnode
13. internet explorer will skip white-space text node that are generated between nodes (e.g. new-line characters), while mozilla will not. | true
14. the ________ method returns a node list that contains all elements with the specified tag name in the same order as they appear in the source document. | getelementsbytagname()
15. the ________ method can be used to display the value of the specified attribute. | getattribute()
16. the ______ method can be used to remove the specified node. | removechild()
17. how many parameters are there for deletedata() method ? (st art, length) | 2
18. the _____ method creates the new element node. | createelement()
19. how many parameters are there for replacedata() method ? | 3 (start, length,string)
20. the _______ method is used to remove the attribute node. | removeattributenode()
q.1) xml cannot be used with html. | false
q.2) xml is more advantageous to use than a fixed-length database system because | all of the above.
q.3) sax is | an xml parser
q.4) pcdata is | an xml element that contains parsed character data
q.5) the document object model | is an xml parser
q.6) you must use a parser to read an xml document. | false
q.7) xml stores data in fixed lengths. | false
q.8) xml is a subset of | sgml
q.9) xml is used for web services. | true
q.10) an xml element can contain other xml elements. | true
q.11) a parent element cannot contain another parent element. | false
q.12) an attribute contains a | name/value pair
q.13) the asterisk at the end of an element name in a dtd means its | the dtd contains zero to many of this element
q.14) what does the parser do with the cdata section of an xml document? | passes the data to the application that uses the xml document without any translation or interpretation
q.15) the doctype is used to | identify the dtd for an xml document
q.16) a child element can be a parent element. | true
q.17) all xml markup tags must have an attribute. | false
q.18) special symbols can be inserted into an xml document using | a unicode value
q.19) you avoid conflict between an xml special character and information in an xml document by using a comment. | false
q.20) a processing command is removed from an xml document before the xml document is passed along to the application that uses the xml document. | false
q.21) an xml document must contain all elements declared in the dtd. | false
q.22) #pcdata refers to | parsed character data
q.23) a question mark following the name of a child name in the declaration of a parent element means | the child element is optional.
q.24) what is address, phone in the declaration ? | a group
q.25) what is this: ? | references a shared dtd
q.26) an image tag is an example of an empty element. | true
q.27) all xml markup tags must have an attribute. | false
q.28) an element name can begin with | all of the above
q.29) you cannot set valid options when declaring an attribute. | false
q.30) #required specifies that an element is required in all xml documents that use the dtd. | false
q.31) an xml schema is used to define a complex type. | true
q.32) type=integer means | only integers can be used in the corresponding element.
q.33) xmlns:xs=fihttp://www.w3.org/2001/xmlschemafl is used to | identify the xml schema specifications used in the xml schema
q.34) the xs:sequence tag | specifies the sequence in which elements must appear in an xml document
q.35) xsi:schemalocation=ficustomers.xsdfl is used to | identify the location of the xml schema
q.36) you can require a specific value for an attribute by setting the value for fixed. | true
q.37) a regular expression can be used to specify complex restrictions for the content of an element. | true
q.39) a facet is a valid value that can be assigned to an attribute. | true
q.40) the xs:enumeration tag is used to define a valid value for an attribute. | true
q.41) xml can only be transformed into html or xhtml. | false
q.42) instructions for transforming an xml document are contained in the | xsl stylesheet
q.43) the statement states | for each customer element of the source document thats a child of customers
q.44) the element is used to | extract text from the source document
q.45) the statement is used to | select the id attribute
q.46) the element contains only xsl elements. | false
q.47) the element instructs the css to evaluate a condition before extracting an element. | false
q.48) in order to sort numeric values, you must set the to | data-type=finumberfl
q.49) you can repeat lines of code within the xsl stylesheet by defining an apply-template. | false
q.50) only a browser can access a result document. | false
q.51) the sax parser is able to transverse an xml document. | false
q.52) the sax parser creates a node by using | none of the above
q.53) the sax parser reacts to a new element by using | startelement()
q.54) which of the following is represented as a node in the tree a dom parser creates? | all of the above
q.55) a java transformer can use | all of the above
q.56) the same version of a dom parser must be used on all computers. | false
q.57) a stream is a series of characters that can be the results of transformation performed by a java transformer. | true
q.58) a sax parser | reads a block of an xml document at a time
q.59) you should use a sax parser if a dom parser is unable to load the xml document into memory. | true
q.60) the appendchild() method links a node to the current node. | true
q.61) saxon-b is the only software that can process an xquery. | false
q.62) what kind of clause is used to specify the filter criteria? | where clause
q.63) $x is an | variable
q.64) order by | places all return values in ascending order by default
q.65) the where clause | specifies the filter criteria
q.66) all functions used by an xquery are built-in functions. | false
q.67) the data() function returns the text value of a variable. | false
q.68) a constructor | converts information contained in an xml document to another data type
q.69) the doc() function retrieves an xml document. | true
q.70) the round-half-to-even() function rounds half the value returned by a function. | false
q.71) msxml can only be used with javascript. | false
q.72) the async = false means | statements will not execute until the xml document is being loaded.
q.73) firstchild is a | property containing a reference to the first child of an element
q.74) createelement(fititlefl) means | create a new xml element
q.75) fi/catalog/cd[@upc=fi + upc + fi] means | find the upc attribute that matches the value of the upc variable in the cd element
q.76) an xml document can be validated against a dtd by calling the validate() method. | true
q.77) the appendchild() appends a node to the end of an xml document. | true
q.78) the version is specified in activexobject(fimsxml2.domdocument.4.0fl) because | versions are designed to coexist with previous versions.
q.79) the loadxml() method is used when the document is passed as a string. | true
q.80) getattribute(fiupcfl) retrieves the value of the upc attribute. | true
streaming pull parsing refers to a programming model in which | a client application calls methods on an xml parsing library when it needs to interact with an xml infoset
in javascript, which of the following methods would you use to search a character for a specific string? | indexof
see the snipset below and choose one answer <xsl:for-each select="list//title">...</xsl:for-each> | match all <title> elements one or more level deep in the <list> element
sax parser has high memory consumtion? | false
what would the browser output if the following script is executed? < script language = "javascript" > vararray = [[1,2, 3], [1,2, 3]]; for (var i in array ) { for (var j in array[ i ]) document.write( array[ i ][ j ] + ""); document.writeln("<br>");}</script > | 1 2 3 1 2 3
w3c dom uses both tree and object model concepts | true
where is the correct place to insert a javascript? | both the <head> section and the <body> section are correct.
xmldoc.async= 'false' mean | complete document must be loaded before futher processing
root element must not be a non empty tag? | false
internal dtds specify the dtd within square brackets in the declaration it self | true
document object model (dom) treats a document as an object | true
the word sequence in the term sequence structure refers to the sequence of | bits in a javascript instruction
what would the browser display if the following script was executed? <script language = "javascript"> for( var i = 0; i < 5; i++ ) document. write("0");</script> | ooooo
in the following line, the word document is a which resides in the computer's memory and contains information used by the script. document.writeln("hello world"); | object
qn=1 (2726) which of these characters can be included within the text in an xml document in literal form? | ;
qn=1 (2726) which of these characters can be included within the text in an xml document in literal form? | :
qn=1 (2726) which of these characters can be included within the text in an xml document in literal form? | -
qn=2 (2928) xml parser checks for validity and well formed ness? | true
qn=3 (2724) which of the following is/are optional in the creation of an xml file? | entities
qn=5 (2934) a descendant having a new namespace cannot override the namespace defined by the parrent element? | false
qn=6 (2926) parameter entities use ampersand (&) and semicolon (;) as delimiters? | false
qn=7 (2930) xml developer has to ensure the uniqueness of the element names and attributes in a document? | true
qn=8 (2929) xml is transformed only via xslt? | false
qn=9 (2931) browser has the ability distinguish duplicate element names in an xml document? | false
qn=10 (2725) which of these is a valid comment in xml? | <!- -this data should be hidden
qn=11 (2731) what does the keyword system indicate in the following code?<?xml version ="1.0"?><!doctype book system "book.dtd"> | book.dtd is an external dtd
qn=12 (2728) which of the following statements is not true? | entities that appear anywhere in an xml document are referred to as parameter entities
qn=13 (2718) which of the following is not a keyword used for default settings in an! attlist element? | #define
qn=14 (2938) external dtds use the keyword url to specify the location of the dtd? | false
qn=15 (2717) the question mark (?) operator indicates | either zero or one occurrence.
qn=16 (2945) for each element type associated with a sequence element, there must be an element in the xml instance in the same order? | true
qn=17 (2948) specifies that the attribute cannot be used? | prohibited
qn=18 (2918) an xml schema defines whether an element is empty or can include text. | true
qn=19 (2920) in schema, the all element requires that | each element in the group must occur at most once
qn=20 (2944) the default value for the minoccurs attribute in schema is 0 | false
qn=21 (2771) see the snipset below and choose one answer: | -3
qn=22 (2760) which top level xslt elements is used to define a variable in a stylesheet or template and to assign it a value | xsl:variable
qn=23 (2763) xpath can be thought of as a query language like sql | true
qn=24 (2738) which of these is the correct syntax to link an xsl file to an xml document? | <?xml-stylesheet type="text/xsl" href="candidate.xsl"?>
qn=25 (2901) css positions can be either absolute or ________. | relative
qn=26 (2889) ________ are declared in each individual html element using the keyword style. | inline styles
qn=27 (2773) xslt takes two things as input: an xslt stylesheet and an xml input document | true
qn=28 (2897) what is the significance of the following css rule? | it will apply the specified style to text enclosed by either li or em tags.
qn=29 (2893) which of the following selections is the proper way to apply this css rule: | <p class = "blue">
qn=30 (2737) in css, when a style is applied to an element containing other elements inside it | the style is applied to the element and all the other elements contained in it
qn=31 (2747) in dom, a node can have | more than one children nodes
qn=32 (2951) tree model is applied to static documents? | false
qn=33 (2754) method haschildnodes of xmldomnode mean | determine if a given node has child nodes or not
qn=34 (2739) with reference to the snippet of code given below, choose the correct syntax to complete the second line in order to create a xml document object | new activexobject("microsoft.xmldom")
qn=35 (2740) which object represents the top level of the xml source? | domdocument
qn=36 (2753) in sax, to provide customized dtd handling, application need to implement | dtdhandler
qn=37 (2746) sax uses | push parsing machenic for processing
qn=38 (2923) the stax cursor api represents | a cursor with which you can walk an xml document from beginning to end.
qn=39 (2751) sax support random access | false
qn=40 (2756) method characters() of contenthandler interface receives events for | character data
qn=41 (2819) what is the value of num after the following statement is performed? | 2
qn=42 (2880) what does the value string contain after the following code is executed? | a link to www.deitel.com with the text "good luck on the test"
qn=43 (2857) to divide the value of the seventh element of array a by 2 and assign the result to the variable x, we would write ________. | x = a[ 6 ] / 2
qn=44 (2788) a procedure for solving a problem in terms of the actions to be executed and the order in which these actions are to be executed is called ________. | an algorithm
qn=45 (2811) which of the following is not required for counter-controlled repetition? | sentinel
qn=46 (2812) what is wrong with the following line of code? | nothing
qn=47 (2908) which of the following statements regarding filters and transitions is false? | they are applied on a client computer at run time by the server.
qn=48 (2790) a program in which all statements are executed one after the other in the order in which they are written exhibit ________. | sequential execution
qn=49 (2871) ________ and ________ run slower when they are applied to large arrays. | linear search, bubble sort
qn=50 (2881) what is the value of s3 after the following code is executed? | onetwo
qn=1 (2934) a descendant having a new namespace cannot override the namespace defined by the parrent element? | false
qn=2 (2711) ________ is a markup language for describing how content is rendered and ________ is a markup language for describing | html, xml.
qn=3 (2925) characters like ">" and "&" can be used in pcdata sections? | false
qn=4 (2926) parameter entities use ampersand (&) and semicolon (;) as delimiters? | false
qn=5 (2721) which of the following xml code snippets is/are correct? | <book><author> abc...</author></book>
qn=6 (2729) which statements are true? | the dtd specifies the grammatical structure of an xml document.
qn=6 (2729) which statements are true? | the dtd contains the list of tags allowed within the xml document, and their types and attributes.
qn=7 (2731) what does the keyword system indicate in the following code? | book.dtd is an external dtd
qn=8 (2717) the question mark (?) operator indicates | either zero or one occurrence.
qn=9 (2935) each xml document can be represented as a tree structure? | true
qn=10 (2728) which of the following statements is not true? | entities that appear anywhere in an xml document are referred to as parameter entities
qn=11 (2947) restricts string types using regular expressions? | pattern
qn=12 (2942) allow to validate documents that use markup from multiple namespaces? | namespace support
qn=13 (2943) match the xml data againts its corresponding data type in schema? | time
qn=14 (2920) in schema, the all element requires that | each element in the group must occur at most once
qn=15 (2744) which one of the following is the root element of all xml schema documents? | schema
qn=16 (2741) most dom objects such as xmldomattribute, xmldomelement, xmldomentity, xmldomcomment etc have several common methods and properties since they are inherited from a common object. which object is it? | xmldomnode
qn=17 (2739) with reference to the snippet of code given below, choose the correct syntax to complete the second line in order to create a xml document object | new activexobject("microsoft.xmldom")
qn=18 (2958) dom considers all items present in xml document as node? | true
qn=19 (2757) the item() method of xmldomnodelist and xmldomnamednodemap return the node present at specified index | true
qn=21 (2784) what is the result of the statement 17 % 5? | 2
